number,title,state,author,assignees,labels,milestone,comments_count,created_at,updated_at,age_days,days_since_update,url,api_url,body_full,comments_text,comments_count_actual,locked,reactions_total,reactions_plus_one,reactions_minus_one,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart,reactions_rocket,reactions_eyes
4098,Package completions should deduplicate suggestions,open,IanButterworth,,feature request,,0,2024-11-27T17:08:31.0,2024-11-27T17:08:31.0,234,234,https://github.com/JuliaLang/Pkg.jl/issues/4098,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4098,i.e. this should suggest SnoopCompileCore here\n![Image](https://github.com/user-attachments/assets/807c0ab0-0a77-4dba-bafa-df8438ac6bc0)\n,,0,false,0,0,0,0,0,0,0,0,0
4009,Preserve option for `up`,open,jariji,,,,1,2024-08-29T20:29:25.0,2024-11-26T12:12:30.0,324,236,https://github.com/JuliaLang/Pkg.jl/issues/4009,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4009,When I do `up Foo@1.2.3` it sometimes doesn't do anything because it's preserving something else. I would like instead if it preserved as much as possible while still doing the upgrade I asked for. Would that be possible?,"[serenity4]: You can do `up --preserve=direct Foo@1.2.3` manually, but that means you may also change versions of dependencies that didn't need to be changed, and the update is no longer minimal.\n\nPreserving everything else by default causes some confusion, as e.g. reported in #4087.",1,false,0,0,0,0,0,0,0,0,0
4097,compat errors should clearly state where each constraint comes from,open,aplavin,,,,0,2024-11-25T21:18:49.0,2024-11-25T21:18:49.0,236,236,https://github.com/JuliaLang/Pkg.jl/issues/4097,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4097,"Whenever one gets a message like this\n\n> empty intersection between SomePackage@1.2.3 and project compatibility 2.3.4-2\n\nit's clear where the latter constraint comes from (""""project compatibility"""", presumably `[compat]` in Project.toml). But what about the first one? One can only guess with experience that it refers to Manifest.toml, but would be much clearer to explicitly state that.\n\nThere are other compat errors that could use this improvement as well, I'll try to keep this thread updated whenever I encounter one.",,0,false,0,0,0,0,0,0,0,0,0
4095,(1.10) `] precompile` does not understand extension triggers in `[deps]`,open,topolarity,,,1.10,0,2024-11-24T21:37:49.0,2024-11-24T21:38:10.0,237,237,https://github.com/JuliaLang/Pkg.jl/issues/4095,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4095,"> You also hit that error if you only add a symmetric extension `Parent → DepWithParentExtExt`:\n> ```diff\n> diff --git a/test/project/Extensions/Parent.jl/Project.toml b/test/project/Extensions/Parent.jl/Project.toml\n> index a79ec8859b..9119864a47 100644\n> --- a/test/project/Extensions/Parent.jl/Project.toml\n> +++ b/test/project/Extensions/Parent.jl/Project.toml\n> @@ -4,3 +4,6 @@ version = """"0.1.0""""\n> \n>  [deps]\n>  DepWithParentExt = """"8a35c396-5ffc-40d2-b7ec-e8ed2248da32""""\n> +\n> +[extensions]\n> +DepWithParentExtExt = """"DepWithParentExt""""\n> diff --git a/test/project/Extensions/Parent.jl/ext/DepWithParentExtExt.jl b/test/project/Extensions/Parent.jl/ext/DepWithParentExtExt.jl\n> new file mode 100644\n> index 0000000000..c9232efcbd\n> --- /dev/null\n> +++ b/test/project/Extensions/Parent.jl/ext/DepWithParentExtExt.jl\n> @@ -0,0 +1,6 @@\n> +module DepWithParentExtExt\n> +\n> +using DepWithParentExt\n> +using Parent\n> +\n> +end\n> ```\n> \n> That diff introduces an extension """"cycle"""" of the kind that doesn't exist on 1.11, but is a cycle on 1.10.\n> \n> We don't even get to print our warning though:\n> ```julia\n> ./julia --project=test/project/Extensions/tempenv -q\n> (tempenv) pkg> dev ./test/project/Extensions/DepWithParentExt.jl/ ./test/project/Extensions/Parent.jl/\n>    Resolving package versions...\n>     Updating `~/repos/julia/test/project/Extensions/tempenv/Project.toml`\n>   [8a35c396] + DepWithParentExt v0.1.0 `../DepWithParentExt.jl`\n>   [58cecb9c] + Parent v0.1.0 `../Parent.jl`\n>     Updating `~/repos/julia/test/project/Extensions/tempenv/Manifest.toml`\n>   [8a35c396] + DepWithParentExt v0.1.0 `../DepWithParentExt.jl`\n>   [58cecb9c] + Parent v0.1.0 `../Parent.jl`\n> \n> (tempenv) pkg> precompile\n> ERROR: KeyError: key """"DepWithParentExt"""" not found\n> Stacktrace:\n>   [1] getindex\n>     @ ./dict.jl:498 [inlined]\n>   [2] precompile(ctx::Pkg.Types.Context, pkgs::Vector{Pkg.Types.PackageSpec}; internal_call::Bool, strict::Bool, warn_loaded::Bool, already_instantiated::Bool, timing::Bool, _from_loading::Bool, kwargs::@Kwargs{io::Base.TTY})\n>     @ Pkg.API ~/repos/julia/usr/share/julia/stdlib/v1.10/Pkg/src/API.jl:1168\n>   [3] precompile(pkgs::Vector{Pkg.Types.PackageSpec}; io::Base.TTY, kwargs::@Kwargs{})\n>     @ Pkg.API ~/repos/julia/usr/share/julia/stdlib/v1.10/Pkg/src/API.jl:159\n>   [4] precompile(pkgs::Vector{Pkg.Types.PackageSpec})\n>     @ Pkg.API ~/repos/julia/usr/share/julia/stdlib/v1.10/Pkg/src/API.jl:148\n>   [5] precompile(pkgs::Vector{String})\n>     @ Pkg.API ~/repos/julia/usr/share/julia/stdlib/v1.10/Pkg/src/API.jl:147\n> ``` \n\n _Originally posted by @topolarity in [#56675](https://github.com/JuliaLang/julia/issues/56675#issuecomment-2496238280)_\n\nPkg is trying to look-up extension triggers in just `[weakdeps]` instead of both `[deps]` and `[weakdeps]`. This is not an issue on 1.11+, since the new `ExplicitEnv` code properly does the look-up properly\n\nThis is an important fix to get into 1.10, since our fix for https://github.com/JuliaLang/julia/issues/56204 can sometimes force you to add triggers on `[deps]` instead of just `[weakdeps]`",,0,false,0,0,0,0,0,0,0,0,0
4073,Can't `dev` package with url in [sources],open,fredrikekre,,,,1,2024-11-04T14:33:18.0,2024-11-21T21:23:38.0,258,240,https://github.com/JuliaLang/Pkg.jl/issues/4073,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4073,"Here `Foo` is a package with a url set under `[sources]`:\n\n```\njulia> Pkg.develop(path = """"../Foo/"""")\nERROR: `path` and `url` are conflicting specifications\nStacktrace:\n [1] pkgerror(msg::String)\n   @ Pkg.Types ~/.julia/juliaup/julia-1.11.1+0.x64.linux.gnu/share/julia/stdlib/v1.11/Pkg/src/Types.jl:68\n [2] get_path_repo\n   @ ~/.julia/juliaup/julia-1.11.1+0.x64.linux.gnu/share/julia/stdlib/v1.11/Pkg/src/project.jl:17 [inlined]\n [3] update_source_if_set(project::Pkg.Types.Project, pkg::Pkg.Types.PackageSpec)\n   @ Pkg.API ~/.julia/juliaup/julia-1.11.1+0.x64.linux.gnu/share/julia/stdlib/v1.11/Pkg/src/API.jl:198\n```","[clarkevans]: This is important to me as well. Currently, we use `Pkg.develop(url=""""git@github.com:TuftsCTSI/TRDW.jl.git"""")` for our development setup, where we also added `TRDW = {url = """"https://github.com/TuftsCTSI/TRDW.jl"""", rev = """"main""""}` to Project.toml -- is this correct? \n\nPerhaps what would be ideal is `Pkg.develop(""""TRDW"""")` and it'd use the Project.toml sources section to know where to find it.\n\nIs there a workaround for this?",1,false,2,2,0,0,0,0,0,0,0
4089,Allow simultaneous `path` and `url` under `[sources]` with `path`-priority,open,thchr,,,,0,2024-11-18T13:30:17.0,2024-11-18T13:31:10.0,244,244,https://github.com/JuliaLang/Pkg.jl/issues/4089,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4089,"I have a situation where I'd like to use the `[sources]` entry of Project.toml, to indicate that a package, X, should first be looked for at some `path` - and, if not present there, be looked for at some `url`. I had hoped this might be possible to do by something like\n```toml\n[sources]\nX = {path="""".."""", url=""""https://github.com/user/X.jl""""}\n```\nbut that's not possible currently, by design, cf. https://github.com/JuliaLang/Pkg.jl/blob/69c6de01909d53b0a4514b11715f829fe0569d98/src/project.jl#L104-L106\n\nI think it would be nice to be able to do this though: it would allow one to develop multiple interdependent private packages locally, preferring local versions specified in `path` if the exist, and then distribute them to collaborators, who might not have a local versions (then pulling from `url`).\n\nBasically, I think it would be natural to let `path` take precedence if both `path` and `url` are present and a directory with a project exists at `path`.",,0,false,1,0,0,0,0,0,1,0,0
4085,`add` vs `dev` for local path,open,fonsp,,,,2,2024-11-15T14:35:19.0,2024-11-15T15:03:01.0,247,247,https://github.com/JuliaLang/Pkg.jl/issues/4085,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4085,"Hello!\n\nWhen adding a package from a local path, you can either `add` or `dev` the package. They seem to have similar effect, but `dev` is able to pick up changes to the package made later. Would it not make more sense to always `dev` when the source is a local path? i.e. that the command `add ~/Hello.jl` would act like `dev ~/Hello.jl`.\n\n\n\nRelated: I was looking into `[sources]`. When instantiating a Project.toml with a path specified in `[sources]`, the package will currently get `dev`ed, not `add`ed. Is this intentional? (I like it!)\n\nThanks!","[KristofferC]: `add URL` works the same as `add path` in that it will give you a reproducible state (a git-tree-sha1 entry in the manifest). \n\nMy idea with keeping this separate is that if you only use `add` you always have a reproducible manifest (as long as you have access to the repos) while with `dev` you are tracking something mutable. But I have thought about if `add path` should have worked like `dev` as well many times...\n\n\n> When instantiating a Project.toml with a path specified in [sources], the package will currently get deved, not added. Is this intentional? (I like it!)\n\nYes, do get the `add path` behavior you would (slightly awkwardly) use a `url = ` entry to the local path. | [fonsp]: Aha, thanks for clarifying!\n\n> if you only use `add` you you always have a reproducible manifest\n\nReproducible as in, you could reconstruct it by hand, right? By cloning the repos and searching for the right commit?",2,false,0,0,0,0,0,0,0,0,0
4060,set compat version for specific package for whole environment,open,SimeonEhrig,,,,1,2024-10-28T15:42:42.0,2024-11-13T12:48:40.0,264,249,https://github.com/JuliaLang/Pkg.jl/issues/4060,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4060,"I have the following problem. I develop package A, which changes it's version from `1.0.0` to `2.0.0` because a breaking changes. Now I want to test package A with package B. Package B has as dependency to package A and the compat requires package `A==1.0.0`. If I add package B, I get the following error:\n\n`ERROR: Unsatisfiable requirements detected for package B [...]`\n\nA the moment, the solution is to clone the repository of package B, modify the compat section int the `Project.toml` and add package B as development package. Is there a easy or common solution of my problem?\n\nAlso this is only the minimum use case of my problem. For example, we have also a package C, which has package B as dependency and therefore package A is a implicit dependency. Or we have week circular dependencies, because Package A uses Package B in test extra section.\n\nTherefore it would pretty helpful to tell the dependency resolver, that it should use version 2.0.0 of package A, if it finds as dependency of any package, which should be added to the environment.",[aplavin]: Very useful indeed! There even were attempts to add this functionality to Pkg before:\nhttps://github.com/JuliaLang/Pkg.jl/pull/2285\nhttps://github.com/JuliaLang/Pkg.jl/pull/1607,1,false,3,2,0,0,0,0,0,0,1
4082,`Pkg.dependencies()` triggers `write_env_usage`,open,fonsp,,,,0,2024-11-13T11:21:20.0,2024-11-13T11:21:20.0,249,249,https://github.com/JuliaLang/Pkg.jl/issues/4082,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4082,"While debugging performance issues in https://github.com/JuliaPluto/PlutoSliderServer.jl we found that the `Pkg.dependencies()` call is quite heavy and was causing IO performance issues. Some profiling showed that `write_env_usage` was the cause.\n\nI understand that more information on the `write_env_usage` performance problem would be really useful, but in the meantime I just wanted to ask:\n\nIs it intentional that the call `Pkg.dependencies()` gets recorded in `manifest_usage.toml`? I feel like `Pkg.dependencies()` should not have any side effects. I also don't think it is necessary to record this as """"manifest usage"""", since `Pkg.dependencies()` is mainly used by scripts and doesn't necessarily signal """"usage"""" by a person.\n\nThanks!",,0,false,0,0,0,0,0,0,0,0,0
2640,API to activate first parent dir with Project.toml,open,fonsp,,,,14,2021-06-22T13:00:15.0,2024-11-13T09:32:00.0,1489,249,https://github.com/JuliaLang/Pkg.jl/issues/2640,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/2640,"When launching `julia` with argument `--project`, then it will _""""search through parent directories until a Project.toml or JuliaProject.toml file is found.""""_ ([docs](https://docs.julialang.org/en/v1/manual/command-line-options/)). This is really useful for projects with scripts and notebooks in nested folders. (e.g. `<project-root>/notebooks/analysis/hello.jl`)\n\nIt would be great if this automatic Project search was available as a **function** in Pkg, to be called at the top of a script/notebook. This would be useful in environments where setting the `project` flag is impractical (Pluto.jl, Jupyter, VS Code). It also helps to simplify the reproducibility steps: you can just run the script.\n\nCurrently, you need to manually count towards the root directory of your project:\n\n```julia\nimport Pkg\nPkg.activate(joinpath(@__DIR__, """".."""", """"..""""))\n\n# but I wish I could do:\nPkg.activate(; search_parents=true)\n```\n\nI would be happy to make this PR myself if there is interest?","[Datseris]: To give some more context, the proposed functionality is already implemented in DrWatson, as a function `quickactivate` and a macro `@quickactivate`. https://juliadynamics.github.io/DrWatson.jl/dev/project/#Activating-a-Project-1  \n\nYou start a script with the lines:\n```julia\nusing DrWatson\n@quickactivate """"ProjectName"""" \n```\nand Julia starts scanning the folder that contains your script until it finds a project, and activates that project. The argument `""""ProjectName""""` only checks that the activated project matches the given name, and gives an error if not.\n\nThe Macro is the most useful version, and our users are extremely happy with it. It allows for reproducible scientific projects, allows finding your """"correct"""" project automatically by running your script (no manual labor!), and it allows for easily switching projects within the same Julia session.\n\nThe only problem it has is that it requires `DrWatson` to be loaded. This means that `DrWatson` needs to be available on the global environment to use `@quickactivate`. That's a problem because even if the Project.toml of your scientific project contains `DrWatson`, this doesn't really guarantee that the global environment of the person you've sent it to will also have it. \n\nThis as a result also leads to some difficulties in Pluto.jl notebooks, cf https://github.com/JuliaDynamics/DrWatson.jl/issues/261 . Given that this functionality seems generally useful, we think it is a good idea to have it in Pkg.jl directly. | [fredrikekre]: You can use `Pkg.activate(Base.current_project())` | [Datseris]: Yes (and actually the source of this function was the starting point for `quickactivate`). But if we really care about reproducibility, then `Base.current_project()` would have to be documented (currently it has no docstring) and be formally made part of the public API. If not, it could """"potentially"""" change or be removed at any point between even patch releases (according to SemVer stuff). \n\nDoes this sound like something possible for you? If yes, then this issue practically resolves to a documentation PR. | [aplavin]: > This would be useful in environments where setting the project flag is impractical (Pluto.jl, Jupyter, VS Code).\n\nHow is it relevant to Jupyter and VS Code? Jupyter (IJulia) already activates the closest parent env:\n\n> The default Jupyter kernel that is installed by IJulia starts with the Julia command line flag --project=@.. A Project.toml (or JuliaProject.toml) in the folder of a notebook (or in a parent folder of this notebook) will therefore automatically become the active project for that notebook.\n\nVS Code suggests to choose which of the parent envs to activate when opening a project for the first time, and activates it automatically afterwards. | [fonsp]: Hello! Maybe we could decide whether to add this API or close this issue? The suggested API is:\n\n```julia\nPkg.activate(search_parents=true)\n```\n\nTo have behaviour identical to `julia --project`: *""""search through parent directories until a Project.toml file is found.""""*\n\nThere is currently no public API to do this (`Pkg.activate(Base.current_project())` is private), and using a package for this is tricky for reproducibility because you need it before `Pkg.activate`. | [Datseris]: +1. Unfortunately, making this the default would be a breaking change :( | [Datseris]: Actually, it may be breaking no matter what, because currently if one calls `Pkg.activate` without input arguments then it says:\n\n> If no argument is given to activate, then use the first project found in LOAD_PATH | [Datseris]: Additionally, `Pkg.activate(search_parents=true)` would somehow need to know that it should search the parents of the directory it was called in.\n\nDoesn't just porting `@quickactivate` to Pkg satisfy all our needs? Would this be an option for the Pkg developers? | [fredrikekre]: Perhaps `Pkg.activate(""""@."""")` since that is already used for this in `JULIA_PROJECT`? | [Datseris]: Seems to me like a simple enough solution! EDIT: Sorry, I don't understand how this command would understand _where_ it is called from if it is not a macro. The main point is that if the command is in a script it would search the folder the script is in. Hence the usage of `@__DIR__` in the original post. | [KristofferC]: I don't really like magical strings like that in normal julia functions. Fine for the REPL mode. | [fonsp]: @Datseris I think searching relative to `pwd()` makes sense, just like `Pkg.activate("""".."""")` is relative to `pwd()`, not to its call location. | [Datseris]: > [@Datseris](https://github.com/Datseris) I think searching relative to `pwd()` makes sense, just like `Pkg.activate("""".."""")` is relative to `pwd()`, not to its call location.\n\nI disagree; I would argue what makes most sense is the lines that contains the statement, i.e., `@__DIR__`. In most scenarios where you care about managing dedicated Project.toml per project (such as in a scientific context), your scripts are in a folder that also contains your project in a parent directory. Whether this folder coincides with `pwd()` is secondary. I think it's fair to say that it is much more common that your script is in your project directory than it is that your `pwd()` matches the project you want to activate. \n\nAs an example, I have 8 projects in my VSCode """"workspace"""" and when VSCode opens it sets my `pwd()` to the first project. 7/8 times that's not the directory I would like to have for searching where my project file is. | [Datseris]: I've suggested porting `@quickactivate` here before and faced decline in other issues/discussions. Can someone **clearly, and objectively**, tell me why porting the `@quickactivate` macro here isn't the solution to the issues raised so far? """"I don't like it"""" is not an objective argument.",14,false,4,4,0,0,0,0,0,0,0
4079,Improve Pkg's own precompilation to make `Pkg.instantiate()` in a script faster.,open,NHDaly,,,,3,2024-11-07T21:28:01.0,2024-11-12T09:34:24.0,254,250,https://github.com/JuliaLang/Pkg.jl/issues/4079,https://api.github.com/repos/JuliaLang/Pkg.jl/issues/4079,"We want to run a script locally, and we want to include an `instantiate()` step to make sure that the user has everything installed. The instantiate should be a noop most of the time, once things are installed. However, it takes almost 1 second the first time, vs a quarter of a second after that.\n\nCan we better precompile Pkg.instantiate so this doesn't have any compile time?:\n```julia\njulia> @time @eval import Pkg\n  0.000365 seconds (356 allocations: 35.180 KiB)\n\njulia> @time @eval Pkg.instantiate()\n  0.914451 seconds (3.33 M allocations: 267.919 MiB, 9.12% gc time, 41.20% compilation time)\n\njulia> @time @eval Pkg.instantiate()\n  0.265228 seconds (551.15 k allocations: 50.819 MiB, 1.63% gc time)\n\njulia> @time @eval Pkg.instantiate()\n  0.244608 seconds (551.15 k allocations: 50.817 MiB, 1.28% gc time)\n```","[KristofferC]: This is the trace output from running Pkg.instantiate (sorted by time):\n\n```\n❯ sort -g trace.jl        \n#=    2.0 ms =# precompile(Tuple{Base.BottomRF{typeof(Base.:(+))}, Base._InitialValue, Int64}) # recompile\n#=    2.0 ms =# precompile(Tuple{Type{Memory{String}}, UndefInitializer, Int64}) # recompile\n#=    2.0 ms =# precompile(Tuple{Type{Pair{A, B} where B where A}, String, Dates.DateTime})\n#=    2.0 ms =# precompile(Tuple{typeof(Base.Iterators.enumerate), Array{String, 1}}) # recompile\n#=    2.0 ms =# precompile(Tuple{typeof(Base.string), Module}) # recompile\n#=    2.1 ms =# precompile(Tuple{typeof(Base.write), Base.TTY, Array{UInt8, 1}}) # recompile\n#=    2.1 ms =# precompile(Tuple{typeof(TOML.Internals.Printer.is_array_of_tables), Array{Base.Dict{String, Dates.DateTime}, 1}})\n#=    2.2 ms =# precompile(Tuple{typeof(Base.get), Base.Pairs{Symbol, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}, Symbol, Nothing}) # recompile\n#=    2.3 ms =# precompile(Tuple{typeof(Base.isopen), Base.GenericIOBuffer{Memory{UInt8}}})\n#=    2.4 ms =# precompile(Tuple{typeof(Base.join), Base.GenericIOBuffer{Memory{UInt8}}, Tuple{UInt32}, Char})\n#=    2.5 ms =# precompile(Tuple{typeof(Base.deepcopy_internal), Tuple{String}, Base.IdDict{Any, Any}})\n#=    2.6 ms =# precompile(Tuple{typeof(Base.map), Function, Array{Base.Dict{String, Dates.DateTime}, 1}})\n#=    2.6 ms =# precompile(Tuple{typeof(Base.setindex!), Array{String, 1}, String, Int64}) # recompile\n#=    2.7 ms =# precompile(Tuple{typeof(Base.Filesystem.contractuser), String}) # recompile\n#=    2.8 ms =# precompile(Tuple{Base.var""""##invokelatest#1"""", Base.Pairs{Symbol, Any, NTuple{4, Symbol}, NamedTuple{(:indent, :sorted, :by, :inline_tables), Tuple{Int64, Bool, typeof(Base.identity), Base.IdSet{Base.Dict{String, V} where V}}}}, typeof(Base.invokelatest), Any, Any, Vararg{Any}}) # recompile\n#=    2.8 ms =# precompile(Tuple{typeof(Base._prechecked_iterate), Base.OneTo{Int64}, Int64}) # recompile\n#=    2.8 ms =# precompile(Tuple{typeof(Base.similar), Array{Any, 1}}) # recompile\n#=    2.9 ms =# precompile(Tuple{typeof(Base.map), Function, Array{Any, 1}})\n#=    3.1 ms =# precompile(Tuple{typeof(Base.similar), Array{String, 1}}) # recompile\n#=    3.2 ms =# precompile(Tuple{Type{Array{Dates.DateTime, 1}}, UndefInitializer, Tuple{Int64}})\n#=    3.3 ms =# precompile(Tuple{typeof(Core.kwcall), NamedTuple{(:indent, :sorted, :by, :inline_tables), Tuple{Int64, Bool, typeof(Base.identity), Base.IdSet{Base.Dict{String, V} where V}}}, typeof(Base.invokelatest), Any, Any, Vararg{Any}})\n#=    3.3 ms =# precompile(Tuple{typeof(Core.kwcall), NamedTuple{(:indent, :sorted, :by, :inline_tables), Tuple{Int64, Bool, typeof(Base.identity), Base.IdSet{Base.Dict{String, V} where V}}}, typeof(TOML.Internals.Printer.print_table), Nothing, Base.IOStream, Base.Dict{String, Dates.DateTime}, Array{String, 1}})\n#=    3.4 ms =# precompile(Tuple{typeof(Base.empty), Base.Dict{Any, Any}, Type{String}, Type{Base.UUID}})\n#=    3.6 ms =# precompile(Tuple{Base.var""""#691#692""""{Base.Process}})\n#=    3.6 ms =# precompile(Tuple{typeof(Base.uv_shutdowncb_task), Ptr{Nothing}, Int32}) # recompile\n#=    4.9 ms =# precompile(Tuple{Type{Base.IOContext{IO_t} where IO_t<:IO}, Base.GenericIOBuffer{Memory{UInt8}}, Base.TTY}) # recompile\n#=    9.7 ms =# precompile(Tuple{typeof(Base.CoreLogging.shouldlog), Base.CoreLogging.ConsoleLogger, Base.CoreLogging.LogLevel, Module, Symbol, Symbol})\n#=   13.3 ms =# precompile(Tuple{typeof(Core.kwcall), NamedTuple{(:internal_call, :strict, :warn_loaded, :timing, :_from_loading, :configs, :manifest, :io), Tuple{Bool, Bool, Bool, Bool, Bool, Pair{Base.Cmd, Base.CacheFlags}, Bool, Base.TTY}}, typeof(Base.Precompilation.precompilepkgs), Array{String, 1}})\n#=   13.8 ms =# precompile(Tuple{typeof(Base.deepcopy_internal), Array{String, 1}, Base.IdDict{Any, Any}})\n#=   15.3 ms =# precompile(Tuple{typeof(Base.maximum), Array{Dates.DateTime, 1}})\n#=   15.9 ms =# precompile(Tuple{typeof(Base.convert), Type{Base.Dict{String, Union{Array{String, 1}, String}}}, Base.Dict{String, Any}})\n#=   15.9 ms =# precompile(Tuple{typeof(Base.deepcopy_internal), Base.Dict{String, Base.UUID}, Base.IdDict{Any, Any}})\n#=   16.2 ms =# precompile(Tuple{typeof(Base.deepcopy_internal), Base.Dict{String, Array{String, 1}}, Base.IdDict{Any, Any}})\n#=   19.0 ms =# precompile(Tuple{typeof(Base.readbytes!), Base.PipeEndpoint, Array{UInt8, 1}, Int64})\n#=   22.0 ms =# precompile(Tuple{typeof(Base.CoreLogging.default_metafmt), Base.CoreLogging.LogLevel, Vararg{Any, 5}})\n#=   22.1 ms =# precompile(Tuple{typeof(Base.deepcopy_internal), Base.Dict{String, Union{Array{String, 1}, String}}, Base.IdDict{Any, Any}})\n#=   25.5 ms =# precompile(Tuple{typeof(Base.closewrite), Base.PipeEndpoint})\n#=   32.5 ms =# precompile(Tuple{typeof(Base.deepcopy_internal), Base.Dict{String, Base.Dict{String, String}}, Base.IdDict{Any, Any}})\n#=   33.8 ms =# precompile(Tuple{typeof(Base.unsafe_read), Base.PipeEndpoint, Ptr{UInt8}, UInt64})\n#=   46.8 ms =# precompile(Tuple{Base.Compiler.var""""#get_infer_result#typeinf_edge##0""""{Method, Bool, Bool, Base.Compiler.InferenceResult, Base.Compiler.Future{Base.Compiler.MethodCallResult}}, Base.Compiler.NativeInterpreter, Base.Compiler.IRInterpretationState})\n#=   59.8 ms =# precompile(Tuple{Base.Precompilation.var""""#_precompilepkgs##31#_precompilepkgs##32""""{Bool, Array{Pair{Base.Cmd, Base.CacheFlags}, 1}, Bool, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, String}, Base.Set{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}}, String, String, String, String, Base.Precompilation.var""""#ansi_moveup#_precompilepkgs##19"""", Base.Event, Base.Event, Base.ReentrantLock, Array{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, 1}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, String}, Array{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, 1}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, Bool}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, Bool}, Array{Base.PkgId, 1}, Base.Precompilation.var""""#describe_pkg#_precompilepkgs##1""""{Base.Dict{Base.PkgId, String}, Base.Precompilation.var""""#color_string#_precompilepkgs##0""""{Bool}, Int64}, Base.Dict{Base.PkgId, Array{Base.PkgId, 1}}, Base.Precompilation.var""""#color_string#_precompilepkgs##0""""{Bool}}}) # recompile\n#=  128.3 ms =# precompile(Tuple{Base.Precompilation.var""""#_precompilepkgs##45#_precompilepkgs##46""""{Bool, Bool, Array{Task, 1}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, String}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, Base.GenericIOBuffer{Memory{UInt8}}}, Base.Event, Base.Event, Base.ReentrantLock, Array{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, 1}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, String}, Array{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, 1}, Array{Base.PkgId, 1}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, Bool}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, Base.Event}, Base.Dict{Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}, Bool}, Array{Base.PkgId, 1}, Base.Precompilation.var""""#describe_pkg#_precompilepkgs##1""""{Base.Dict{Base.PkgId, String}, Base.Precompilation.var""""#color_string#_precompilepkgs##0""""{Bool}, Int64}, Base.Dict{Base.PkgId, Array{Base.PkgId, 1}}, Base.Dict{Base.PkgId, String}, Base.Dict{Base.PkgId, Array{String, 1}}, Base.Dict{Tuple{Base.PkgId, UInt128, String, String}, Bool}, Base.Precompilation.var""""#color_string#_precompilepkgs##0""""{Bool}, Bool, Base.Semaphore, Bool, String, Array{String, 1}, Array{Base.PkgId, 1}, Base.PkgId, Base.CacheFlags, Base.Cmd, Pair{Base.Cmd, Base.CacheFlags}, Tuple{Base.PkgId, Pair{Base.Cmd, Base.CacheFlags}}}}) # recompile\n#=  301.6 ms =# precompile(Tuple{typeof(Base.CoreLogging.handle_message), Base.CoreLogging.ConsoleLogger, Base.CoreLogging.LogLevel, Vararg{Any, 6}})\n```\n\nSo it seems most time is spent in:\n\n- Precompiling `Base.Precompilation.precompilepkgs` which is invalidated for some reason (60m + 128ms).\n- Compiling some logging code for `Vararg{Any, 6}` (300 ms).\n\nSo we need to figure out why the precompile code is invalidated and why the `handle_message` gets specialized on the number of arguments... | [martinholters]: > So we need to figure out [...] why the `handle_message` gets specialized on the number of arguments...\n\nBecause it has a fixed number of arguments:\nhttps://github.com/JuliaLang/julia/blob/001c666086de77101b6937c3d31f0888a35325db/base/logging/ConsoleLogger.jl#L106-L108\nIt appears that the compilation is logged as \n```\nprecompile(Tuple{typeof(Base.CoreLogging.handle_message), Base.CoreLogging.ConsoleLogger, Base.CoreLogging.LogLevel, Vararg{Any, 6}})\n```\nbut the generated specialization is indeed\n```\nMethodInstance for Base.CoreLogging.handle_message(::Base.CoreLogging.ConsoleLogger, ::Base.CoreLogging.LogLevel, ::Any, ::Any, ::Any, ::Any, ::Any, ::Any)\n``` | [KristofferC]: Something related to that it is nospecialize combined with being a kwarg function?",3,false,1,0,0,0,0,0,1,0,0
